,Jacard Benzerliği
"('Seamus Finnigan', 'Dennis Creevey')",0.1
"('Seamus Finnigan', 'Draco Malfoy')",0.0
"('Seamus Finnigan', 'Eddie Carmichael')",0.0
"('Seamus Finnigan', 'Eleanor Branstone')",0.0
"('Seamus Finnigan', 'Ernie Macmillan')",0.07142857142857142
"('Seamus Finnigan', 'Euan Abercrombie')",0.0
"('Seamus Finnigan', 'Fred Weasley')",0.1875
"('Seamus Finnigan', 'George Weasley')",0.1875
"('Seamus Finnigan', 'Ginny Weasley')",0.3076923076923077
"('Seamus Finnigan', 'Graham Pritchard')",0.0
"('Seamus Finnigan', 'Gregory Goyle')",0.0
"('Seamus Finnigan', 'Hannah Abbott')",0.07142857142857142
"('Seamus Finnigan', 'Harry James Potter')",0.2727272727272727
"('Seamus Finnigan', 'Hermione Granger')",0.35294117647058826
"('Seamus Finnigan', 'Jimmy Peakes')",0.0
"('Seamus Finnigan', 'Justin Finch-Fletchley')",0.07142857142857142
"('Seamus Finnigan', 'Katie Bell')",0.07142857142857142
"('Seamus Finnigan', 'Kevin Whitby')",0.0
"('Seamus Finnigan', 'Lavender Brown')",0.25
"('Seamus Finnigan', 'Leanne')",0.0
"('Seamus Finnigan', 'Lee Jordan')",0.18181818181818182
"('Seamus Finnigan', 'Lucian Bole')",0.0
"('Seamus Finnigan', 'Luna Lovegood')",0.4
"('Seamus Finnigan', 'Malcolm Baddock')",0.0
"('Seamus Finnigan', 'Mandy Brocklehurst')",0.0
"('Seamus Finnigan', 'Marcus Belby')",0.0
"('Seamus Finnigan', 'Marcus Flint')",0.0
"('Seamus Finnigan', 'Michael Corner')",0.0
"('Seamus Finnigan', 'Miles Bletchley')",0.0
"('Seamus Finnigan', 'Millicent Bulstrode')",0.0
"('Seamus Finnigan', 'Natalie McDonald')",0.0
"('Seamus Finnigan', 'Neville Longbottom')",0.6
"('Seamus Finnigan', 'Oliver Wood')",0.14285714285714285
"('Seamus Finnigan', 'Orla Quirke')",0.0
"('Seamus Finnigan', 'Owen Cauldwell')",0.0
"('Seamus Finnigan', 'Padma Patil')",0.125
"('Seamus Finnigan', 'Pansy Parkinson')",0.0
"('Seamus Finnigan', 'Parvati Patil')",0.625
"('Seamus Finnigan', 'Penelope Clearwater')",0.0
"('Seamus Finnigan', 'Percy Weasley')",0.2
"('Seamus Finnigan', 'Peregrine Derrick')",0.0
"('Seamus Finnigan', 'Roger Davies')",0.0
"('Seamus Finnigan', 'Romilda Vane')",0.0
"('Seamus Finnigan', 'Ronald Weasley')",0.4375
"('Seamus Finnigan', 'Rose Zeller')",0.0
"('Seamus Finnigan', 'Stewart Ackerley')",0.0
"('Seamus Finnigan', 'Susan Bones')",0.07142857142857142
"('Seamus Finnigan', 'Terry Boot')",0.14285714285714285
"('Seamus Finnigan', 'Theodore Nott')",0.0
"('Seamus Finnigan', 'Vincent Crabbe')",0.0
"('Seamus Finnigan', 'Zacharias Smith')",0.0
"('Stewart Ackerley', 'Adrian Pucey')",0.0
"('Stewart Ackerley', 'Alicia Spinnet')",0.0
"('Stewart Ackerley', 'Angelina Johnson')",0.0
"('Stewart Ackerley', 'Anthony Goldstein')",0.0
"('Stewart Ackerley', 'Blaise Zabini')",0.0
"('Stewart Ackerley', 'C. Warrington')",0.0
"('Stewart Ackerley', 'Cedric Diggory')",0.0
"('Stewart Ackerley', 'Cho Chang')",0.0
"('Stewart Ackerley', 'Colin Creevey')",0.0
"('Stewart Ackerley', 'Cormac McLaggen')",0.0
"('Stewart Ackerley', 'Dean Thomas')",0.0
"('Stewart Ackerley', 'Demelza Robins')",0.0
"('Stewart Ackerley', 'Dennis Creevey')",0.0
"('Stewart Ackerley', 'Draco Malfoy')",0.0
"('Stewart Ackerley', 'Eddie Carmichael')",0.0
"('Stewart Ackerley', 'Eleanor Branstone')",0.0
"('Stewart Ackerley', 'Ernie Macmillan')",0.0
"('Stewart Ackerley', 'Euan Abercrombie')",0.0
"('Stewart Ackerley', 'Fred Weasley')",0.0
"('Stewart Ackerley', 'George Weasley')",0.0
"('Stewart Ackerley', 'Ginny Weasley')",0.0
"('Stewart Ackerley', 'Graham Pritchard')",0.0
"('Stewart Ackerley', 'Gregory Goyle')",0.0
"('Stewart Ackerley', 'Hannah Abbott')",0.0
"('Stewart Ackerley', 'Harry James Potter')",0.0
"('Stewart Ackerley', 'Hermione Granger')",0.0
"('Stewart Ackerley', 'Jimmy Peakes')",0.0
"('Stewart Ackerley', 'Justin Finch-Fletchley')",0.0
"('Stewart Ackerley', 'Katie Bell')",0.0
"('Stewart Ackerley', 'Kevin Whitby')",0.0
"('Stewart Ackerley', 'Lavender Brown')",0.0
"('Stewart Ackerley', 'Leanne')",0.0
"('Stewart Ackerley', 'Lee Jordan')",0.0
"('Stewart Ackerley', 'Lucian Bole')",0.0
"('Stewart Ackerley', 'Luna Lovegood')",0.0
"('Stewart Ackerley', 'Malcolm Baddock')",0.0
"('Stewart Ackerley', 'Mandy Brocklehurst')",0.0
"('Stewart Ackerley', 'Marcus Belby')",0.0
"('Stewart Ackerley', 'Marcus Flint')",0.0
"('Stewart Ackerley', 'Michael Corner')",0.0
"('Stewart Ackerley', 'Miles Bletchley')",0.0
"('Stewart Ackerley', 'Millicent Bulstrode')",0.0
"('Stewart Ackerley', 'Natalie McDonald')",0.0
"('Stewart Ackerley', 'Neville Longbottom')",0.0
"('Stewart Ackerley', 'Oliver Wood')",0.0
"('Stewart Ackerley', 'Orla Quirke')",0.0
"('Stewart Ackerley', 'Owen Cauldwell')",0.0
"('Stewart Ackerley', 'Padma Patil')",0.0
"('Stewart Ackerley', 'Pansy Parkinson')",0.0
"('Stewart Ackerley', 'Parvati Patil')",0.0
"('Stewart Ackerley', 'Penelope Clearwater')",0.0
"('Stewart Ackerley', 'Percy Weasley')",0.0
"('Stewart Ackerley', 'Peregrine Derrick')",0.0
"('Stewart Ackerley', 'Roger Davies')",0.0
"('Stewart Ackerley', 'Romilda Vane')",0.0
"('Stewart Ackerley', 'Ronald Weasley')",0.0
"('Stewart Ackerley', 'Rose Zeller')",0.0
"('Stewart Ackerley', 'Seamus Finnigan')",0.0
"('Stewart Ackerley', 'Susan Bones')",0.0
"('Stewart Ackerley', 'Terry Boot')",0.0
"('Stewart Ackerley', 'Theodore Nott')",0.0
"('Stewart Ackerley', 'Vincent Crabbe')",0.0
"('Stewart Ackerley', 'Zacharias Smith')",0.0
"('Susan Bones', 'Adrian Pucey')",0.0
"('Susan Bones', 'Alicia Spinnet')",0.06666666666666667
"('Susan Bones', 'Angelina Johnson')",0.06666666666666667
"('Susan Bones', 'Anthony Goldstein')",1.0
"('Susan Bones', 'Blaise Zabini')",0.0
"('Susan Bones', 'C. Warrington')",0.0
"('Susan Bones', 'Cedric Diggory')",0.1111111111111111
"('Susan Bones', 'Cho Chang')",0.125
"('Susan Bones', 'Colin Creevey')",0.1111111111111111
"('Susan Bones', 'Cormac McLaggen')",0.0
"('Susan Bones', 'Dean Thomas')",0.07142857142857142
"('Susan Bones', 'Demelza Robins')",0.0
"('Susan Bones', 'Dennis Creevey')",0.1111111111111111
"('Susan Bones', 'Draco Malfoy')",0.0
"('Susan Bones', 'Eddie Carmichael')",0.0
"('Susan Bones', 'Eleanor Branstone')",0.0
"('Susan Bones', 'Ernie Macmillan')",1.0
"('Susan Bones', 'Euan Abercrombie')",0.0
"('Susan Bones', 'Fred Weasley')",0.058823529411764705
"('Susan Bones', 'George Weasley')",0.058823529411764705
"('Susan Bones', 'Ginny Weasley')",0.06666666666666667
"('Susan Bones', 'Graham Pritchard')",0.0
"('Susan Bones', 'Gregory Goyle')",0.0
"('Susan Bones', 'Hannah Abbott')",1.0
"('Susan Bones', 'Harry James Potter')",0.125
"('Susan Bones', 'Hermione Granger')",0.047619047619047616
"('Susan Bones', 'Jimmy Peakes')",0.0
"('Susan Bones', 'Justin Finch-Fletchley')",1.0
"('Susan Bones', 'Katie Bell')",0.07692307692307693
"('Susan Bones', 'Kevin Whitby')",0.0
"('Susan Bones', 'Lavender Brown')",0.0
"('Susan Bones', 'Leanne')",0.0
"('Susan Bones', 'Lee Jordan')",0.09090909090909091
"('Susan Bones', 'Lucian Bole')",0.0
"('Susan Bones', 'Luna Lovegood')",0.08333333333333333
"('Susan Bones', 'Malcolm Baddock')",0.0
"('Susan Bones', 'Mandy Brocklehurst')",0.0
"('Susan Bones', 'Marcus Belby')",0.0
"('Susan Bones', 'Marcus Flint')",0.0
"('Susan Bones', 'Michael Corner')",0.0
"('Susan Bones', 'Miles Bletchley')",0.0
"('Susan Bones', 'Millicent Bulstrode')",0.0
"('Susan Bones', 'Natalie McDonald')",0.0
"('Susan Bones', 'Neville Longbottom')",0.07142857142857142
"('Susan Bones', 'Oliver Wood')",0.07142857142857142
"('Susan Bones', 'Orla Quirke')",0.0
"('Susan Bones', 'Owen Cauldwell')",0.0
"('Susan Bones', 'Padma Patil')",0.14285714285714285
"('Susan Bones', 'Pansy Parkinson')",0.0
"('Susan Bones', 'Parvati Patil')",0.0
"('Susan Bones', 'Penelope Clearwater')",0.0
"('Susan Bones', 'Percy Weasley')",0.1
"('Susan Bones', 'Peregrine Derrick')",0.0
"('Susan Bones', 'Roger Davies')",0.0
"('Susan Bones', 'Romilda Vane')",0.0
"('Susan Bones', 'Ronald Weasley')",0.047619047619047616
"('Susan Bones', 'Rose Zeller')",0.0
"('Susan Bones', 'Seamus Finnigan')",0.07142857142857142
"('Susan Bones', 'Stewart Ackerley')",0.0
"('Susan Bones', 'Terry Boot')",0.875
"('Susan Bones', 'Theodore Nott')",0.0
"('Susan Bones', 'Vincent Crabbe')",0.0
"('Susan Bones', 'Zacharias Smith')",0.0
"('Terry Boot', 'Adrian Pucey')",0.0
"('Terry Boot', 'Alicia Spinnet')",0.13333333333333333
"('Terry Boot', 'Angelina Johnson')",0.13333333333333333
"('Terry Boot', 'Anthony Goldstein')",0.875
"('Terry Boot', 'Blaise Zabini')",0.0
"('Terry Boot', 'C. Warrington')",0.0
"('Terry Boot', 'Cedric Diggory')",0.1
"('Terry Boot', 'Cho Chang')",0.1111111111111111
"('Terry Boot', 'Colin Creevey')",0.1
"('Terry Boot', 'Cormac McLaggen')",0.0
"('Terry Boot', 'Dean Thomas')",0.14285714285714285
"('Terry Boot', 'Demelza Robins')",0.0
"('Terry Boot', 'Dennis Creevey')",0.1
"('Terry Boot', 'Draco Malfoy')",0.0
"('Terry Boot', 'Eddie Carmichael')",0.0
"('Terry Boot', 'Eleanor Branstone')",0.0
"('Terry Boot', 'Ernie Macmillan')",0.875
"('Terry Boot', 'Euan Abercrombie')",0.0
"('Terry Boot', 'Fred Weasley')",0.11764705882352941
"('Terry Boot', 'George Weasley')",0.11764705882352941
"('Terry Boot', 'Ginny Weasley')",0.13333333333333333
"('Terry Boot', 'Graham Pritchard')",0.0
"('Terry Boot', 'Gregory Goyle')",0.0
"('Terry Boot', 'Hannah Abbott')",0.875
"('Terry Boot', 'Harry James Potter')",0.16666666666666666
"('Terry Boot', 'Hermione Granger')",0.09523809523809523
"('Terry Boot', 'Jimmy Peakes')",0.0
"('Terry Boot', 'Justin Finch-Fletchley')",0.875
"('Terry Boot', 'Katie Bell')",0.07142857142857142
"('Terry Boot', 'Kevin Whitby')",0.0
"('Terry Boot', 'Lavender Brown')",0.0
"('Terry Boot', 'Leanne')",0.0
"('Terry Boot', 'Lee Jordan')",0.08333333333333333
"('Terry Boot', 'Lucian Bole')",0.0
"('Terry Boot', 'Luna Lovegood')",0.16666666666666666
"('Terry Boot', 'Malcolm Baddock')",0.0
"('Terry Boot', 'Mandy Brocklehurst')",0.0
"('Terry Boot', 'Marcus Belby')",0.0
"('Terry Boot', 'Marcus Flint')",0.0
"('Terry Boot', 'Michael Corner')",0.0
"('Terry Boot', 'Miles Bletchley')",0.0
"('Terry Boot', 'Millicent Bulstrode')",0.0
"('Terry Boot', 'Natalie McDonald')",0.0
"('Terry Boot', 'Neville Longbottom')",0.14285714285714285
"('Terry Boot', 'Oliver Wood')",0.06666666666666667
"('Terry Boot', 'Orla Quirke')",0.0
"('Terry Boot', 'Owen Cauldwell')",0.0
"('Terry Boot', 'Padma Patil')",0.125
"('Terry Boot', 'Pansy Parkinson')",0.0
"('Terry Boot', 'Parvati Patil')",0.0
"('Terry Boot', 'Penelope Clearwater')",0.0
"('Terry Boot', 'Percy Weasley')",0.09090909090909091
"('Terry Boot', 'Peregrine Derrick')",0.0
"('Terry Boot', 'Roger Davies')",0.0
"('Terry Boot', 'Romilda Vane')",0.0
"('Terry Boot', 'Ronald Weasley')",0.09523809523809523
"('Terry Boot', 'Rose Zeller')",0.0
"('Terry Boot', 'Seamus Finnigan')",0.14285714285714285
"('Terry Boot', 'Stewart Ackerley')",0.0
"('Terry Boot', 'Susan Bones')",0.875
"('Terry Boot', 'Theodore Nott')",0.0
"('Terry Boot', 'Vincent Crabbe')",0.0
"('Terry Boot', 'Zacharias Smith')",0.0
"('Theodore Nott', 'Adrian Pucey')",0.0
"('Theodore Nott', 'Alicia Spinnet')",0.0
"('Theodore Nott', 'Angelina Johnson')",0.0
"('Theodore Nott', 'Anthony Goldstein')",0.0
"('Theodore Nott', 'Blaise Zabini')",0.0
"('Theodore Nott', 'C. Warrington')",0.0
"('Theodore Nott', 'Cedric Diggory')",0.0
"('Theodore Nott', 'Cho Chang')",0.0
"('Theodore Nott', 'Colin Creevey')",0.0
"('Theodore Nott', 'Cormac McLaggen')",0.0
"('Theodore Nott', 'Dean Thomas')",0.0
"('Theodore Nott', 'Demelza Robins')",0.0
"('Theodore Nott', 'Dennis Creevey')",0.0
"('Theodore Nott', 'Draco Malfoy')",0.0
"('Theodore Nott', 'Eddie Carmichael')",0.0
"('Theodore Nott', 'Eleanor Branstone')",0.0
"('Theodore Nott', 'Ernie Macmillan')",0.0
"('Theodore Nott', 'Euan Abercrombie')",0.0
"('Theodore Nott', 'Fred Weasley')",0.0
"('Theodore Nott', 'George Weasley')",0.0
"('Theodore Nott', 'Ginny Weasley')",0.0
"('Theodore Nott', 'Graham Pritchard')",0.0
"('Theodore Nott', 'Gregory Goyle')",0.0
"('Theodore Nott', 'Hannah Abbott')",0.0
"('Theodore Nott', 'Harry James Potter')",0.0
"('Theodore Nott', 'Hermione Granger')",0.0
"('Theodore Nott', 'Jimmy Peakes')",0.0
"('Theodore Nott', 'Justin Finch-Fletchley')",0.0
"('Theodore Nott', 'Katie Bell')",0.0
"('Theodore Nott', 'Kevin Whitby')",0.0
"('Theodore Nott', 'Lavender Brown')",0.0
"('Theodore Nott', 'Leanne')",0.0
"('Theodore Nott', 'Lee Jordan')",0.0
"('Theodore Nott', 'Lucian Bole')",0.0
"('Theodore Nott', 'Luna Lovegood')",0.0
"('Theodore Nott', 'Malcolm Baddock')",0.0
"('Theodore Nott', 'Mandy Brocklehurst')",0.0
"('Theodore Nott', 'Marcus Belby')",0.0
"('Theodore Nott', 'Marcus Flint')",0.0
"('Theodore Nott', 'Michael Corner')",0.0
"('Theodore Nott', 'Miles Bletchley')",0.0
"('Theodore Nott', 'Millicent Bulstrode')",0.0
"('Theodore Nott', 'Natalie McDonald')",0.0
"('Theodore Nott', 'Neville Longbottom')",0.0
"('Theodore Nott', 'Oliver Wood')",0.0
"('Theodore Nott', 'Orla Quirke')",0.0
"('Theodore Nott', 'Owen Cauldwell')",0.0
"('Theodore Nott', 'Padma Patil')",0.0
"('Theodore Nott', 'Pansy Parkinson')",0.0
"('Theodore Nott', 'Parvati Patil')",0.0
"('Theodore Nott', 'Penelope Clearwater')",0.0
"('Theodore Nott', 'Percy Weasley')",0.0
"('Theodore Nott', 'Peregrine Derrick')",0.0
"('Theodore Nott', 'Roger Davies')",0.0
"('Theodore Nott', 'Romilda Vane')",0.0
"('Theodore Nott', 'Ronald Weasley')",0.0
"('Theodore Nott', 'Rose Zeller')",0.0
"('Theodore Nott', 'Seamus Finnigan')",0.0
"('Theodore Nott', 'Stewart Ackerley')",0.0
"('Theodore Nott', 'Susan Bones')",0.0
"('Theodore Nott', 'Terry Boot')",0.0
"('Theodore Nott', 'Vincent Crabbe')",0.0
"('Theodore Nott', 'Zacharias Smith')",0.0
"('Vincent Crabbe', 'Adrian Pucey')",0.0
"('Vincent Crabbe', 'Alicia Spinnet')",0.0
"('Vincent Crabbe', 'Angelina Johnson')",0.0
"('Vincent Crabbe', 'Anthony Goldstein')",0.0
"('Vincent Crabbe', 'Blaise Zabini')",0.0
"('Vincent Crabbe', 'C. Warrington')",0.0
"('Vincent Crabbe', 'Cedric Diggory')",0.0
"('Vincent Crabbe', 'Cho Chang')",0.0
"('Vincent Crabbe', 'Colin Creevey')",0.0
"('Vincent Crabbe', 'Cormac McLaggen')",0.0
"('Vincent Crabbe', 'Dean Thomas')",0.0
"('Vincent Crabbe', 'Demelza Robins')",0.0
"('Vincent Crabbe', 'Dennis Creevey')",0.0
"('Vincent Crabbe', 'Draco Malfoy')",0.4
"('Vincent Crabbe', 'Eddie Carmichael')",0.0
"('Vincent Crabbe', 'Eleanor Branstone')",0.0
"('Vincent Crabbe', 'Ernie Macmillan')",0.0
"('Vincent Crabbe', 'Euan Abercrombie')",0.0
"('Vincent Crabbe', 'Fred Weasley')",0.0
"('Vincent Crabbe', 'George Weasley')",0.0
"('Vincent Crabbe', 'Ginny Weasley')",0.0
"('Vincent Crabbe', 'Graham Pritchard')",0.0
"('Vincent Crabbe', 'Gregory Goyle')",1.0
"('Vincent Crabbe', 'Hannah Abbott')",0.0
"('Vincent Crabbe', 'Harry James Potter')",0.0
"('Vincent Crabbe', 'Hermione Granger')",0.0
"('Vincent Crabbe', 'Jimmy Peakes')",0.0
"('Vincent Crabbe', 'Justin Finch-Fletchley')",0.0
"('Vincent Crabbe', 'Katie Bell')",0.0
"('Vincent Crabbe', 'Kevin Whitby')",0.0
"('Vincent Crabbe', 'Lavender Brown')",0.0
"('Vincent Crabbe', 'Leanne')",0.0
"('Vincent Crabbe', 'Lee Jordan')",0.0
"('Vincent Crabbe', 'Lucian Bole')",0.0
"('Vincent Crabbe', 'Luna Lovegood')",0.0
"('Vincent Crabbe', 'Malcolm Baddock')",0.0
"('Vincent Crabbe', 'Mandy Brocklehurst')",0.0
"('Vincent Crabbe', 'Marcus Belby')",0.0
"('Vincent Crabbe', 'Marcus Flint')",0.2
"('Vincent Crabbe', 'Michael Corner')",0.0
"('Vincent Crabbe', 'Miles Bletchley')",0.0
"('Vincent Crabbe', 'Millicent Bulstrode')",0.0
"('Vincent Crabbe', 'Natalie McDonald')",0.0
"('Vincent Crabbe', 'Neville Longbottom')",0.0
"('Vincent Crabbe', 'Oliver Wood')",0.0
"('Vincent Crabbe', 'Orla Quirke')",0.0
"('Vincent Crabbe', 'Owen Cauldwell')",0.0
"('Vincent Crabbe', 'Padma Patil')",0.0
"('Vincent Crabbe', 'Pansy Parkinson')",1.0
"('Vincent Crabbe', 'Parvati Patil')",0.0
"('Vincent Crabbe', 'Penelope Clearwater')",0.0
"('Vincent Crabbe', 'Percy Weasley')",0.0
"('Vincent Crabbe', 'Peregrine Derrick')",0.0
"('Vincent Crabbe', 'Roger Davies')",0.0
"('Vincent Crabbe', 'Romilda Vane')",0.0
"('Vincent Crabbe', 'Ronald Weasley')",0.0
"('Vincent Crabbe', 'Rose Zeller')",0.0
"('Vincent Crabbe', 'Seamus Finnigan')",0.0
"('Vincent Crabbe', 'Stewart Ackerley')",0.0
"('Vincent Crabbe', 'Susan Bones')",0.0
"('Vincent Crabbe', 'Terry Boot')",0.0
"('Vincent Crabbe', 'Theodore Nott')",0.0
"('Vincent Crabbe', 'Zacharias Smith')",0.0
"('Zacharias Smith', 'Adrian Pucey')",0.0
"('Zacharias Smith', 'Alicia Spinnet')",0.0
"('Zacharias Smith', 'Angelina Johnson')",0.0
"('Zacharias Smith', 'Anthony Goldstein')",0.0
"('Zacharias Smith', 'Blaise Zabini')",0.0
"('Zacharias Smith', 'C. Warrington')",0.0
"('Zacharias Smith', 'Cedric Diggory')",0.0
"('Zacharias Smith', 'Cho Chang')",0.0
"('Zacharias Smith', 'Colin Creevey')",0.0
"('Zacharias Smith', 'Cormac McLaggen')",0.0
"('Zacharias Smith', 'Dean Thomas')",0.0
"('Zacharias Smith', 'Demelza Robins')",0.0
"('Zacharias Smith', 'Dennis Creevey')",0.0
"('Zacharias Smith', 'Draco Malfoy')",0.0
"('Zacharias Smith', 'Eddie Carmichael')",0.0
"('Zacharias Smith', 'Eleanor Branstone')",0.0
"('Zacharias Smith', 'Ernie Macmillan')",0.0
"('Zacharias Smith', 'Euan Abercrombie')",0.0
"('Zacharias Smith', 'Fred Weasley')",0.0
"('Zacharias Smith', 'George Weasley')",0.0
"('Zacharias Smith', 'Ginny Weasley')",0.0
"('Zacharias Smith', 'Graham Pritchard')",0.0
"('Zacharias Smith', 'Gregory Goyle')",0.0
"('Zacharias Smith', 'Hannah Abbott')",0.0
"('Zacharias Smith', 'Harry James Potter')",0.0
"('Zacharias Smith', 'Hermione Granger')",0.0
"('Zacharias Smith', 'Jimmy Peakes')",0.0
"('Zacharias Smith', 'Justin Finch-Fletchley')",0.0
"('Zacharias Smith', 'Katie Bell')",0.0
"('Zacharias Smith', 'Kevin Whitby')",0.0
"('Zacharias Smith', 'Lavender Brown')",0.0
"('Zacharias Smith', 'Leanne')",0.0
"('Zacharias Smith', 'Lee Jordan')",0.0
"('Zacharias Smith', 'Lucian Bole')",0.0
"('Zacharias Smith', 'Luna Lovegood')",0.0
"('Zacharias Smith', 'Malcolm Baddock')",0.0
"('Zacharias Smith', 'Mandy Brocklehurst')",0.0
"('Zacharias Smith', 'Marcus Belby')",0.0
"('Zacharias Smith', 'Marcus Flint')",0.0
"('Zacharias Smith', 'Michael Corner')",0.0
"('Zacharias Smith', 'Miles Bletchley')",0.0
"('Zacharias Smith', 'Millicent Bulstrode')",0.0
"('Zacharias Smith', 'Natalie McDonald')",0.0
"('Zacharias Smith', 'Neville Longbottom')",0.0
"('Zacharias Smith', 'Oliver Wood')",0.0
"('Zacharias Smith', 'Orla Quirke')",0.0
"('Zacharias Smith', 'Owen Cauldwell')",0.0
"('Zacharias Smith', 'Padma Patil')",0.0
"('Zacharias Smith', 'Pansy Parkinson')",0.0
"('Zacharias Smith', 'Parvati Patil')",0.0
"('Zacharias Smith', 'Penelope Clearwater')",0.0
"('Zacharias Smith', 'Percy Weasley')",0.0
"('Zacharias Smith', 'Peregrine Derrick')",0.0
"('Zacharias Smith', 'Roger Davies')",0.0
"('Zacharias Smith', 'Romilda Vane')",0.0
"('Zacharias Smith', 'Ronald Weasley')",0.0
"('Zacharias Smith', 'Rose Zeller')",0.0
"('Zacharias Smith', 'Seamus Finnigan')",0.0
"('Zacharias Smith', 'Stewart Ackerley')",0.0
"('Zacharias Smith', 'Susan Bones')",0.0
"('Zacharias Smith', 'Terry Boot')",0.0
"('Zacharias Smith', 'Theodore Nott')",0.0
"('Zacharias Smith', 'Vincent Crabbe')",0.0
